Foundation_rank,HeatingQC_rank,ExterQual_rank,CentralAir_rank,PavedDrive_rank,HouseStyle_rank,Exterior2nd_rank,Neighborhood_rank,KitchenAbvGr,EnclosedPorch,ExterCond_rank,Exterior1st_rank,MSZoning_rank,KitchenQual_rank,BldgType_rank,Functional_rank,Heating_rank,MSSubClass,OverallCond,Condition1_rank,Street_rank,YrSold,LowQualFinSF,MiscVal,BsmtHalfBath,Utilities_rank,BsmtFinSF2,Condition2_rank,RoofMatl_rank,3SsnPorch,MoSold,LandSlope_rank,SaleType_rank,LandContour_rank,PoolArea,LotConfig_rank,ScreenPorch,SaleCondition_rank,RoofStyle_rank,BedroomAbvGr,BsmtUnfSF,BsmtFullBath,LotArea,LotShape_rank,HalfBath,OpenPorchSF,2ndFlrSF,WoodDeckSF,BsmtFinSF1,Fireplaces,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual
1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,544,1,1,0,8,1,1,1,0,1,0,1,1,3,322,1,11249,3,0,26,0,0,334,0,1995,1995,6,2,1200,1200,521,2,1200,6
1,2,2,1,1,2,4,18,1,0,1,4,1,1,1,1,1,20,6,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,598,1,9248,2,0,26,0,120,560,0,1992,1992,6,2,1167,1158,400,2,1167,6
1,3,2,1,1,2,7,15,1,0,1,7,2,2,4,1,1,120,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,3,268,1,4224,1,1,90,0,536,874,1,1976,1976,6,1,1142,1142,528,2,1142,5
2,1,2,1,1,6,12,20,1,294,1,3,1,1,1,4,1,80,4,1,1,2006,0,0,1,1,294,1,1,0,7,1,1,1,0,1,0,2,2,3,468,0,6930,2,0,0,0,168,300,0,1958,1958,6,1,1352,1062,288,1,1352,5
1,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,4,374,1,1,3,130,1,12011,2,1,75,838,208,956,1,1998,1998,7,2,1086,1086,592,2,1924,8
2,1,2,1,1,5,1,5,1,0,1,1,1,2,1,1,1,85,6,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,4,192,1,1,2,115,1,7540,2,0,0,0,0,773,1,1978,1978,5,1,912,888,470,2,912,6
2,2,2,1,2,3,2,9,1,0,1,2,1,2,1,1,1,50,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,484,1,9144,1,0,0,517,0,399,0,1982,1940,8,1,988,883,240,1,1505,5
5,1,1,1,1,5,4,16,1,177,1,4,1,1,1,1,1,85,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,4,1,0,3,0,1,1,4,0,0,7301,1,0,0,1427,0,0,1,2003,2003,7,3,495,0,672,2,1922,7
2,2,2,1,1,1,4,23,1,0,1,4,2,1,5,1,1,160,8,1,1,2009,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,321,0,1680,1,1,0,504,250,162,0,2007,1972,5,1,483,483,264,1,987,6
1,3,2,1,1,1,4,7,1,0,1,4,1,2,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,2,0,1,1,3,84,1,18800,2,1,111,784,306,712,1,1976,1976,6,2,790,796,566,2,1574,6
2,2,2,1,1,1,1,14,1,218,2,1,2,2,1,1,1,70,7,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,2,3,216,0,10690,1,0,128,672,0,456,0,1997,1920,6,1,672,672,468,1,1344,5
2,2,2,1,1,2,5,12,1,0,1,8,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,185,1,1,3,785,1,9500,2,1,76,0,0,609,2,1963,1963,6,1,1394,1394,514,2,1394,6
2,2,2,1,1,6,5,12,1,0,1,8,1,2,1,1,1,80,5,1,1,2008,0,0,1,1,0,1,6,0,12,1,1,1,0,3,0,1,1,3,728,0,9150,2,0,110,0,64,371,1,1962,1962,6,1,1431,1099,296,1,1431,6
1,2,2,1,1,2,4,12,1,0,1,4,1,2,1,1,1,20,6,1,1,2010,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,2,728,0,7800,1,0,98,0,0,540,1,1954,1954,7,1,1268,1268,244,1,1268,5
2,1,2,1,1,2,6,12,1,0,2,3,1,1,1,1,1,20,7,1,1,2010,0,0,0,1,258,1,1,0,3,1,1,1,0,3,182,1,1,3,733,1,9830,2,0,17,0,364,72,1,2006,1959,7,1,1287,1063,576,2,1287,5
1,1,2,1,1,1,1,18,1,0,1,1,1,2,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,3,953,0,8121,2,1,40,711,100,0,1,2000,2000,7,2,953,953,460,2,1664,6
2,3,2,1,2,3,5,20,1,0,1,6,1,2,1,4,1,50,4,2,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,0,0,17120,1,0,59,468,0,0,1,1959,1959,7,2,1120,0,680,2,1588,4
2,3,2,1,1,2,5,13,1,0,1,8,1,2,4,1,1,120,5,1,1,2010,0,0,0,1,121,1,1,0,2,1,1,1,0,1,90,1,1,2,0,1,7175,1,0,0,0,353,623,0,1984,1984,4,1,752,744,264,1,752,6
1,3,2,1,1,2,2,12,1,0,1,2,1,2,1,4,1,20,6,1,1,2009,0,0,0,1,180,1,1,0,11,1,1,1,0,1,0,1,1,3,0,1,10634,1,0,0,0,66,428,0,1953,1953,5,1,1319,608,270,1,1319,5
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,847,0,8200,1,1,48,1081,100,0,1,2004,2003,8,2,847,847,434,2,1928,7
3,2,4,2,1,2,6,16,1,0,3,3,1,4,1,3,1,30,1,1,1,2009,0,0,0,1,0,1,1,0,3,3,1,3,0,1,0,1,1,1,333,1,10020,2,1,0,0,0,350,0,1950,1922,4,0,904,683,0,0,904,1
1,1,1,1,1,5,1,1,1,0,1,1,1,2,1,1,1,85,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,4,0,1,1,2,572,0,8846,2,0,0,0,0,298,0,1996,1996,5,1,914,870,576,2,914,5
1,1,1,1,1,1,7,6,1,0,1,7,4,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,12,1,1,1,0,3,0,1,1,4,1580,0,11143,2,0,214,886,159,0,1,2005,2004,8,3,1580,1580,610,2,2466,8
1,1,1,1,1,2,1,19,1,0,1,1,1,3,1,1,1,20,2,1,1,2010,0,0,0,1,0,1,1,0,6,1,2,1,0,3,0,3,2,1,411,1,11394,1,1,0,0,113,1445,1,2010,2010,8,1,1856,1856,834,3,1856,9
1,1,2,1,1,1,1,18,1,0,1,1,1,2,1,1,1,60,5,7,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,982,0,8123,2,1,63,793,100,0,1,2000,2000,7,2,1007,982,463,2,1800,6
3,3,2,1,1,3,6,24,1,242,1,5,1,1,1,1,1,50,6,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,808,0,5000,1,0,0,665,0,218,1,1950,1924,6,2,1026,1026,308,1,1691,5
1,1,1,1,1,2,1,6,1,0,1,1,4,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,8,1,2,1,0,1,0,3,1,2,1293,1,7200,1,0,121,0,216,0,1,2006,2006,5,2,1301,1293,572,2,1301,7
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,939,0,9245,2,1,53,858,144,0,0,2006,2006,8,2,939,939,639,2,1797,7
3,3,2,2,2,4,6,13,1,91,1,3,5,2,1,1,1,45,3,1,1,2009,0,0,0,1,0,1,1,0,10,1,1,1,0,3,0,1,1,2,784,0,9000,1,0,0,0,0,0,0,1950,1928,5,1,784,784,360,2,784,6
1,1,1,1,1,1,4,20,1,0,1,4,1,1,1,1,1,60,5,2,1,2007,0,0,0,1,0,1,1,0,6,2,1,3,0,3,0,1,1,3,595,1,53107,3,1,231,874,216,985,2,1992,1992,9,2,1079,1580,501,2,1953,6
1,1,1,1,1,2,1,22,1,0,1,1,1,1,4,1,1,120,5,1,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,1,144,1,1,2,1232,0,3182,1,0,20,0,146,24,1,2005,2004,6,2,1269,1256,430,2,1269,8
1,3,2,1,2,3,1,16,1,0,3,3,1,2,1,1,1,50,3,2,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,2,0,4,3,5,658,0,8410,1,0,151,526,0,0,0,1996,1910,8,1,658,658,0,0,1184,5
2,1,2,1,1,6,2,16,1,0,1,2,1,2,1,1,1,80,6,1,1,2009,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,2,2,3,410,1,7200,1,0,0,0,296,631,1,1976,1976,6,1,1125,1041,352,1,1125,6
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,4,0,1,1,3,1468,0,9382,2,0,25,0,120,0,0,2000,1999,6,2,1479,1468,577,2,1479,7
1,1,3,1,1,1,1,11,1,0,1,1,1,3,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,8,1,2,1,0,1,0,3,1,3,402,1,12474,1,1,134,590,196,1280,1,2008,2007,9,2,1742,1682,846,3,2332,10
3,1,2,1,1,3,2,16,1,112,1,2,1,2,1,1,1,50,8,1,1,2008,0,0,0,1,391,1,1,0,4,1,1,1,0,1,0,1,1,4,229,1,8405,1,0,130,406,0,241,0,1950,1900,7,1,961,861,384,1,1367,5
1,1,2,1,1,1,1,5,1,0,1,1,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,3,114,1,12209,2,1,192,1157,125,690,1,2002,2001,7,2,804,804,560,2,1961,6
5,3,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,7,1,1,2007,0,1200,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,0,0,8339,2,0,0,0,0,0,0,1959,1959,5,1,882,0,294,1,882,5
2,3,2,1,1,2,3,9,1,0,1,6,1,2,1,1,1,30,5,2,1,2006,0,0,0,1,0,1,1,0,4,1,1,1,0,3,0,2,1,2,522,0,7446,1,0,0,0,0,266,2,1950,1941,4,1,788,788,0,0,788,4
2,2,2,1,1,3,2,8,1,0,1,2,1,2,1,1,1,50,6,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,735,0,10134,1,0,39,299,0,0,0,1950,1940,5,1,735,735,240,1,1034,5
2,3,2,1,1,2,6,16,1,0,1,3,1,2,1,1,1,20,6,1,1,2010,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,405,1,9571,1,0,0,0,44,739,0,1956,1956,6,1,1144,1144,596,1,1144,5
2,3,2,1,1,2,2,1,1,0,1,2,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,9,1,1,3,0,1,0,1,2,2,117,0,7200,1,0,0,0,215,777,0,1972,1972,6,1,894,894,600,2,894,5
2,3,2,1,1,1,1,12,1,0,1,1,1,2,1,1,1,60,5,3,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,324,0,7590,1,0,168,936,0,540,1,1962,1962,8,2,876,864,264,1,1812,5
3,2,2,1,2,2,2,14,1,0,3,2,2,2,1,6,1,30,2,1,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,3,0,2,1,2,961,0,8967,1,0,0,0,0,0,0,1950,1920,6,1,1077,961,338,1,1077,5
1,1,1,1,1,1,7,6,1,0,1,7,4,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,2,280,1,8125,1,0,168,438,0,812,0,2007,2006,7,2,1112,1092,438,2,1550,7
1,1,1,1,1,2,8,2,1,0,1,5,1,3,4,1,1,120,5,1,1,2008,0,0,0,1,0,1,1,0,12,1,1,1,0,1,224,1,1,1,474,1,14963,3,1,30,0,120,786,2,1996,1996,4,1,1288,1260,500,2,1288,8
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,2,1,0,1,0,3,1,3,1286,0,8767,2,0,0,0,0,24,1,2005,2005,6,2,1310,1310,400,2,1310,7
1,1,2,1,2,2,6,10,1,0,1,3,1,2,1,1,1,30,8,1,1,2008,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,2,672,0,10200,1,0,0,0,168,0,0,1997,1940,4,1,672,672,240,1,672,5
1,2,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,2,2,4,1141,0,12090,1,1,123,1098,144,0,1,1998,1998,10,2,1165,1141,420,2,2263,8
1,2,2,1,1,1,2,18,1,0,1,2,1,2,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,806,0,10364,2,1,40,766,0,0,1,1996,1995,7,2,806,806,373,2,1572,6
2,1,2,1,1,2,5,10,1,0,1,8,1,2,1,2,1,20,4,2,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,3,165,1,9991,2,0,78,0,120,1116,1,1993,1976,8,2,1620,1281,490,2,1620,4
3,1,2,1,1,3,2,24,1,0,1,2,1,2,1,6,1,50,5,1,1,2008,473,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,3,1064,0,10480,1,0,0,0,0,0,0,1950,1936,6,1,1166,1064,240,1,1639,6
3,1,2,1,1,1,5,3,1,160,1,3,1,2,1,1,1,70,7,1,1,2008,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,4,840,0,15576,1,0,0,840,0,0,0,1976,1915,8,2,840,840,308,1,1680,6
1,1,1,1,1,1,1,11,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,2,1,0,3,0,3,1,3,1063,0,14154,1,1,62,1101,192,0,1,2006,2006,9,2,1071,1063,947,3,2172,7
1,1,1,1,1,1,1,6,1,0,1,1,4,3,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,4,1,2,1,0,1,0,3,1,3,245,1,10800,1,1,102,1028,0,789,1,2008,2007,8,2,1050,1034,836,3,2078,8
2,3,2,1,1,2,11,16,1,0,3,11,1,2,1,5,1,20,3,1,1,2009,0,0,0,1,0,1,1,0,6,1,3,1,0,1,0,2,1,3,1276,0,9571,1,0,0,0,0,0,0,1958,1958,5,1,1276,1276,350,1,1276,5
2,3,2,2,1,2,6,18,1,0,1,3,1,2,2,1,1,190,5,1,1,2006,0,0,0,1,0,1,1,0,1,1,1,2,0,1,0,1,2,3,0,1,34650,1,0,0,0,264,1056,0,1955,1955,5,1,1056,1056,572,2,1056,5
1,1,3,1,1,2,2,6,1,0,1,2,4,1,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,6,1,2,1,0,1,0,3,1,2,892,1,4403,3,1,144,0,0,578,1,2009,2009,7,2,1478,1470,484,2,1478,7
2,2,2,1,1,2,3,8,1,130,1,6,2,2,1,1,1,30,6,4,1,2010,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,2,1008,0,8960,1,0,0,0,0,0,1,1950,1927,5,1,1028,1008,360,2,1028,5
1,1,1,1,1,1,1,13,1,0,1,1,1,1,1,1,1,60,5,1,1,2008,0,0,1,1,531,1,1,0,12,1,1,1,0,4,0,1,1,3,499,0,11228,3,1,187,1017,196,50,1,1993,1993,9,2,1080,1080,678,3,2097,7
1,1,1,1,1,2,1,18,1,0,1,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,2,1,0,1,0,3,1,3,1316,0,8899,2,0,30,0,100,24,0,2007,2007,6,2,1340,1340,396,2,1340,7
2,3,2,1,1,1,4,10,1,0,1,4,1,2,1,1,1,60,7,1,1,2006,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,2,3,463,0,7844,1,1,0,728,0,209,1,1978,1978,6,1,672,672,440,2,1400,6
3,3,2,2,2,1,9,3,1,0,1,3,1,2,1,1,2,70,6,2,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,2,4,242,1,22420,2,1,0,1254,0,1128,1,1950,1918,10,2,1370,1370,864,3,2624,6
3,4,2,2,3,3,2,16,1,0,1,2,1,2,1,1,1,50,6,1,1,2007,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,4,1,3,444,1,8160,1,1,0,378,0,312,0,1950,1940,7,1,756,756,240,1,1134,5
2,1,2,1,1,2,1,12,1,184,1,1,1,2,1,1,1,20,6,1,1,2010,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,281,1,8450,1,0,85,0,0,775,1,1968,1968,6,1,1056,1056,304,1,1056,5
1,1,2,1,1,5,1,5,2,0,2,1,2,2,3,1,1,90,5,1,1,2008,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,5,1,2,35,2,7060,1,0,0,0,0,1309,0,1998,1997,8,2,1344,1344,784,4,1344,7
2,2,1,1,1,2,7,7,1,0,1,7,1,1,1,1,1,20,7,1,1,2009,0,0,1,1,0,1,1,0,6,1,1,1,0,2,0,1,1,3,356,0,16635,2,0,0,0,240,1246,1,2000,1977,8,2,1602,1602,529,2,1602,6
2,1,2,1,2,2,4,5,1,0,1,4,1,2,1,1,1,20,5,4,1,2008,0,0,0,1,0,1,1,0,2,2,1,4,0,1,0,1,2,2,988,0,21750,1,0,0,0,0,0,0,1954,1954,4,1,988,988,520,2,988,5
1,2,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,4,484,1,9200,1,1,66,1160,0,986,1,1998,1998,8,2,1470,1470,696,3,2630,8
2,2,2,1,1,2,6,12,1,0,1,3,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,580,1,9000,1,0,44,0,0,616,1,1956,1956,6,1,1196,1196,297,1,1196,6
2,2,2,1,3,1,4,8,1,126,2,4,2,2,1,1,1,60,8,1,1,2009,0,0,0,1,0,1,1,0,9,1,1,4,0,1,0,1,1,3,651,0,3378,1,1,0,682,0,0,2,1992,1946,6,1,707,651,240,1,1389,7
1,2,1,1,1,6,6,13,1,0,1,3,1,1,1,1,1,80,5,1,1,2009,0,0,1,1,0,1,1,0,8,2,1,3,0,1,396,1,1,2,0,1,12800,1,0,0,0,80,1518,1,1989,1989,5,2,1644,1518,569,2,1644,7
2,1,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,6,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,2,3,619,0,8593,2,0,0,0,0,288,0,1957,1957,5,1,907,907,352,1,907,4
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,9,1,2,1,0,1,0,3,1,2,544,1,6762,1,0,54,0,105,664,0,2007,2007,6,2,1208,1208,628,2,1208,7
2,3,2,1,1,2,4,17,1,169,1,4,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,3,1,1,1,0,3,0,1,1,3,387,1,11457,2,0,0,0,0,1005,1,1988,1988,6,2,1412,1392,576,2,1412,6
2,3,2,1,1,1,4,23,1,0,1,4,2,2,5,1,1,160,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,3,1,0,1,0,2,1,2,96,0,1680,1,1,0,504,0,387,0,1971,1971,4,1,483,483,264,1,987,6
3,2,2,1,2,3,2,8,1,0,1,2,2,2,1,1,1,50,7,2,1,2008,0,0,0,1,0,1,1,0,9,1,4,2,0,1,0,2,1,4,901,0,5586,2,0,98,110,0,0,0,1998,1920,7,1,1088,901,0,0,1198,6
2,1,2,1,1,1,4,23,1,0,1,4,2,2,4,2,1,160,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,2,294,1,1920,1,1,36,600,240,471,0,1971,1971,6,1,765,765,440,2,1365,5
1,1,2,1,1,1,1,18,1,0,1,1,1,2,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,3,926,0,10839,2,1,36,678,0,0,1,1998,1997,7,2,926,926,470,2,1604,6
2,2,2,1,1,5,7,15,1,0,2,7,2,2,5,1,1,180,7,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,1,135,1,1890,1,0,0,0,88,495,0,1972,1972,3,1,630,630,0,0,630,4
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,6,3,1,2009,0,0,0,1,344,1,1,0,4,1,7,1,0,4,0,1,1,3,70,1,10667,3,1,61,834,158,385,1,1996,1996,6,2,827,799,550,2,1661,7
3,3,2,1,1,3,9,8,1,0,1,10,2,2,1,1,1,50,8,1,1,2006,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,2,648,0,4400,1,0,0,384,0,0,0,1950,1920,6,1,734,648,440,2,1118,6
1,2,1,1,1,4,6,9,1,105,1,3,2,2,1,1,1,45,7,1,1,2009,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,2,884,0,6000,1,0,0,0,0,0,0,2004,1926,4,1,904,884,180,1,904,6
1,3,2,2,3,2,9,3,1,34,1,6,1,1,1,1,1,30,6,1,1,2007,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,2,75,0,4280,1,0,0,0,0,365,1,2002,1913,4,1,694,440,352,1,694,5
3,2,2,1,1,3,6,16,1,0,1,3,1,1,1,1,1,50,8,1,1,2009,0,800,0,1,0,1,1,0,8,1,5,1,0,3,0,1,1,3,684,0,12354,1,0,46,512,0,0,0,2000,1920,7,1,684,684,528,2,1196,6
1,1,3,1,1,2,1,11,1,0,1,1,1,3,1,1,1,20,5,1,1,2009,0,0,0,1,539,1,1,0,4,1,1,1,0,1,170,1,2,2,788,1,15431,1,0,72,0,0,1767,2,2008,2008,10,2,2402,3094,672,3,2402,10
2,3,2,2,1,2,1,16,2,0,1,1,1,4,3,1,1,90,4,1,1,2008,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,1,4,1307,0,12108,1,0,0,0,0,133,0,1955,1955,8,2,1440,1440,0,0,1440,4
1,3,2,1,3,3,2,9,1,0,1,2,2,2,1,1,1,50,7,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1078,0,6240,1,0,0,445,0,0,1,1992,1930,8,2,1128,1078,360,2,1573,5
1,1,1,1,1,2,3,22,1,0,1,6,1,1,4,1,1,120,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,2,1,0,1,0,3,1,2,1258,0,3922,1,0,16,0,144,0,1,2007,2006,6,2,1258,1258,648,3,1258,7
1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,273,1,8750,1,1,133,975,144,642,1,1995,1994,8,2,933,915,493,2,1908,7
2,4,2,1,1,2,6,16,1,0,1,3,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,11,1,3,1,0,3,0,1,2,3,1436,0,9855,1,0,0,0,0,0,1,1956,1956,7,1,1689,1436,480,2,1689,6
2,1,1,1,1,2,5,12,1,0,1,5,1,1,1,5,1,20,6,8,1,2010,0,0,0,1,713,1,1,0,6,1,1,1,0,3,0,1,1,2,557,0,16492,2,1,0,0,0,247,1,2002,1966,6,2,1888,1517,578,2,1888,6
1,2,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,4,930,0,11214,2,1,0,930,89,0,1,1999,1998,10,2,956,930,431,2,1886,7
3,3,2,1,2,3,2,14,1,0,1,2,2,2,1,1,1,50,6,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,2,0,1,0,1,1,3,780,0,8600,1,0,0,596,0,0,1,1950,1937,7,2,780,780,198,1,1376,6
2,1,2,1,1,3,2,8,1,0,2,2,2,2,1,1,1,50,7,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,2,318,0,6000,1,1,176,504,0,331,0,2002,1948,6,1,679,649,308,1,1183,3
3,1,2,1,2,2,6,8,1,0,1,3,2,1,1,1,1,30,8,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,2,813,0,5684,1,0,113,0,0,0,0,2005,1930,5,1,813,813,270,1,813,6
2,3,2,1,1,2,5,20,1,0,1,8,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,2,0,12,2,1,3,0,1,0,1,1,2,878,1,70761,2,0,54,0,200,655,2,1975,1975,5,2,1533,1533,576,2,1533,7
1,1,1,1,1,1,1,17,1,0,1,1,1,2,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,2,3,130,1,9303,2,1,122,868,144,742,0,1997,1996,7,2,888,872,422,2,1756,6
1,1,1,1,1,1,1,6,1,0,1,1,4,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,768,0,9000,1,1,30,804,0,0,0,2008,2008,6,2,786,768,676,2,1590,8
2,3,2,1,1,2,5,5,2,0,1,8,1,2,3,1,1,90,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,6,1,4,122,2,9297,1,0,0,0,0,1606,0,1976,1976,8,2,1728,1728,560,2,1728,5
2,4,2,1,1,2,4,7,1,0,1,4,1,2,1,1,1,20,6,1,1,2007,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,2,3,326,0,9600,1,1,0,0,0,916,1,1973,1973,6,1,1242,1242,528,2,1242,7
3,4,2,2,1,1,10,8,1,96,1,9,2,2,1,1,1,70,5,1,1,2008,0,0,0,1,0,1,1,0,5,1,3,1,0,1,0,2,1,4,624,0,4571,1,0,0,720,0,0,0,1950,1916,7,1,624,624,513,3,1344,5
2,1,2,1,1,2,5,20,1,0,1,8,1,1,1,2,1,20,6,1,1,2008,0,0,0,1,0,1,6,0,3,2,1,3,0,4,0,1,5,2,248,1,53227,2,0,137,0,224,1116,2,1994,1954,6,1,1663,1364,529,2,1663,4
1,4,2,1,1,1,3,8,1,0,2,10,2,1,1,1,1,70,7,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,3,588,0,5100,1,0,63,833,192,0,1,1996,1925,7,1,833,588,228,1,1666,8
2,3,2,1,1,3,2,9,1,248,1,2,1,1,1,1,1,50,4,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,2,0,3,0,1,1,3,524,1,7015,2,0,0,224,0,185,1,1950,1950,5,1,979,709,352,1,1203,5
1,1,1,1,1,1,1,6,1,0,1,1,4,2,1,1,1,60,5,7,1,2009,0,0,0,1,0,1,1,0,12,1,2,1,0,1,0,3,1,3,288,1,8004,2,1,150,1103,0,544,0,2009,2009,8,2,832,832,552,2,1935,8
